"Conc","timestamp","Bosch1","Bosch2","SGP30","Winzen1","Winzen2","Temperature","Humidity","absolute_Humidity","Bosch1_ppm","Bosch2_ppm"
0.122924,"2021-02-04 20:04:00",122.985,68.403,102.2,0,93.7,28.5385,8.142,2.28158303405017,1254.77195192428,1218.77947626884
0.121944,"2021-02-04 20:04:00",122.985,68.403,102.2,0,93.7,28.5385,8.142,2.28158303405017,1254.77195192428,1218.77947626884
0.121753,"2021-02-04 20:05:00",123.291,68.552,100.5,0,97.8,28.396,8.179,2.27410535552499,1255.7691674144,1220.16309180674
0.120134,"2021-02-04 20:06:00",123.683,68.6415,98.95,4.5,101.2,28.2185,8.225,2.26470956133117,1256.97638883514,1223.70743718172
0.122913,"2021-02-04 20:08:00",123.5335,68.7395,106.55,0,110.5,28.2435,8.2775,2.28229851255139,1248.81755554636,1212.25340906014
0.122409,"2021-02-04 20:09:00",123.0405,68.594,109.65,0,96.7,28.515,8.1875,2.29137885583961,1248.85268398938,1209.93869423136
0.122371,"2021-02-04 20:10:00",122.6655,68.3495,109.25,0,88.6,28.665,8.121,2.29152843301636,1252.58662745641,1214.32062346517
0.121927,"2021-02-04 20:11:00",122.6585,68.126,108.6,0,88.4,28.697,8.089,2.28650250434161,1255.40255361516,1221.15936048772
0.121647,"2021-02-04 20:13:00",123.255,68.38,104.3,0,94.4,28.5165,8.1195,2.27253508052736,1256.99763687586,1224.16676427002
0.120553,"2021-02-04 20:14:00",123.4025,68.4655,103.85,0,98.5,28.3435,8.164,2.26340214509206,1260.53630951679,1227.63844439369
0.119759,"2021-02-04 20:15:00",123.9785,68.652,101.5,7.2,102.2,28.1395,8.227,2.25544344700527,1259.11838228117,1228.64113787594
0.120644,"2021-02-04 20:16:00",124.146,68.973,102.85,4.5,108.6,28.0735,8.286,2.26338651123541,1253.0362913938,1218.41563483209
0.121684,"2021-02-04 20:18:00",123.3895,68.7355,107.45,0,95.5,28.504,8.166,2.28398366013106,1249.35289632259,1211.40354578996
0.121804,"2021-02-04 20:19:00",123.289,68.5915,106.65,0,91.7,28.587,8.1265,2.28330174336433,1250.74469012622,1214.39828839579
